PROV3292;아가일호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV3291;맥케이호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV3290;에어호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV3289;프롬호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV3288;토렌스호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV3287;케이드너호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV3286;송클라호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV3285;파그나노호;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV12;사도;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
PROV29;키질쿰;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
urban;도시;;;;;;;;;;;x,
FRA_1901;우에;;;;;;;;;;;x,
ASH_1910;볼타;;;;;;;;;;;;x,
PROV2702;앨티쿠더크;;;;;;;;;;;;x,
PROV1210;쿤두즈;;;;;;;;;;;;x,
PROV1196;우르겐지;;;;;;;;;;;;x,
PROV686;메르브;;;;;;;;;;;;x,
BUR_1334;만달레이;;;;;;;;;;;;x,
RUS_973;케르손자포리자;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3107;바이칼호;;;;;;;;;;;;;;;;;;;;;x;;;;;;
PROV2589;쓰시마;;;;;;;;;;;;;;;;;;;;;;;;x
PROV1724;오크니 및 셰틀랜드;;;;;;;;;;;;;;;;;;;;;;;;x
PROV1858;아사이타;;;;;;;;;;;;;;;;;;;;;;;;x
australia_new_zealand;오세아니아;;;;;;;;;;;;;;;;;;;;;;;;x
polynesia;폴리네시아;;;;;;;;;;;;;;;;;;;;;;;;x
desert;사막;;;;;;;;;;;;;;;;;;;;;;;x;;;;
semidesert;스텝;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
small_island;섬;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
coral_island;환상 산호도;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
forest;숲;;;;;;;;x
boreal;타이가;;;;;;;;;;;;;;;;;;;;;;;;x
arctic;툰드라;;;;;;;;;;;;;;;;;;;;;;;;x
plains;초원;;;;;;;;;;;;;;;;;;;;;;;;x
hills;초원 언덕;;;;;;;;;;;;;;;;;x
dryhills;건조한 초원 언덕;;;;;;;;;;;;;;;;;x
mountain;산악 초원;;;;;;;;;;;;;;;;;x
montane_tundra;알프스 툰드라;;;;;;;;;;;;;;;;;x
montane_forest;산지;;;;;;;;;;;;;;;;;x
savanna;사바나;;;;;;;;;;;;;;;;;;;;;;;;x,
PROV1714;산타로사;;;;;;;;;;;;;;;;;;x;;;;,
PROV2406;펑후;;;;;;;;;;;;;;;;;x;;;;,
TIB_1591;티베트 고원;;;;;;;;;;;;;;;;;;;;;;;x,
PROV2640;과다르;;;;;;;;;;;;;;;;;;;;;;;x,
PROV1071;케슘;;;;;;;;;;;;;;;;;;;;;;;x,
CAN_18;뉴칼레도니아;;;;;;;;;;;;x,
PROV2590;세우타;;;;;;;;;;;;x,
CHI_1082;관외;;;;;;;;;;;;x,
PROV1206;아물;;;;;;;;;;;;x,
RUS_2618;마가단;;;;;;;;;;;;x,
RUS_2621;콜리마;;;;;;;;;;;;x,
PROV2647;리파우;Lifau;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2674;아바칸;;;;;;;;;;;;;;;;;;;;;;;x,
PROV2614;야르칸드;Yarkand;;;;;;;;;;;;;;;;;;;;;;;x;;;;
KOK_1190;알리;;;;;;;;;;;;x,
PROV2414;자지라;;;;;;;;;;;;x,
PROV1469;우량카이;;;;;;;;;;;;x,
PROV1205;키질수;;;;;;;;;;;;;;;;;;;;;;;x,
PROV1204;아쉬히비드;;;;;;;;;;;;;;;;;;;;;;;x,
PROV1193;아크메스지트;;;;;;;;;;;;;;;;;;;;;;;x,
PROV2606;발하;;;;;;;;;;;;;;;;;;;;;;;x,
ARG_2384;코르도바;;;;;;;;;;;;;;;;;;;;;;;x,
ARG_2393;라팜파;;;;;;;;;;;;;;;;;;;;;;;x,
PROV745;리보르노;;;;;;;;;;;;;;;;;;;x;,
BRZ_2408;그랑파라;;;;;;;;;;;;;;;;;;x;
NEJ_1156;하일;;;;;;;;;;;;;;;;;;;x;
KOR_1624;경기-충청-강원;;;;;;;;;;;;;;;;;x;;;;;;
PROV1624;한성;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ZUL_2113;줄루랜드;;;;;;;;;;;;;;;;;;;;x;
PROV1152;지다;;;;;;;;;;;;x
CAN_13;컬럼비아;;;;;;;;;;;;x
PROV44;관타나모만;;;;;;;;;;;;x
CAN_46;어퍼캐나다;;;;;;;;;;;;x
CAN_50;북온타리오;;;;;;;;;;;;x
CAN_58;로어캐나다;;;;;;;;;;;;x
CAN_60;북퀘벡;;;;;;;;;;;;x
ENG_68;매리타임즈;;;;;;;;;;;;x
MEX_94;네바다;;;;;;;;;;;;x
MEX_97;유타;;;;;;;;;;;;x
USA_201;조지아;;;;;;;;;;;;x
USA_205;사우스캐롤라이나;;;;;;;;;;;;x
ENG_258;쿠거콘나크트;;;;;;;;;;;;x
ENG_263;쿠거라긴;;;;;;;;;;;;x
SWE_334;말뫼;;;;;;;;;;;x
RUS_343;헬싱키;;;;;;;;;;;;x
RUS_345;투르쿠;;;;;;;;;;;;x
NET_379;제일란트;;;;;;;;;;;;x
HAN_528;운터엘베;;;;;;;;;;;;x
HAN_540;오스트프리즈란트;;;;;;;;;;;;x
CHI_1540;북강소;;;;;;;;;;;;x
FRA_1878;기니비사우;;;;;;;;;;;;x
FRA_1883;기니;;;;;;;;;;;;x
POR_2054;소팔라;;;;;;;;;;;;x
MEX_2149;코아우일라;;;;;;;;;;;;x
MEX_2159;베라크루스;;;;;;;;;;;;x
MEX_2172;멕시코;;;;;;;;;;;;x
MEX_2181;치아파스;;;;;;;;;;;;x
PROV2146;가트;;;;;;;;;;;;x
PRU_544;메클렌부르크;;;;;;;;;;;;x
PRU_554;튀링겐;;;;;;;;;;;;x
PRU_570;팔츠;;;;;;;;;;;;x
PRU_578;동라인란트;;;;;;;;;;;;x
SPA_610;캐롤라인;;;;;;;;;;;;x
AUS_652;바나트;;;;;;;;;;;;x
MOL_676;베사라비아;;;;;;;;;;;;x
PRU_684;오버슐레지엔;;;;;;;;;;;;x
PROV704;노비송즈;;;;;;;;;;;;x
RUS_715;노바갈리치아;;;;;;;;;;;;x
FRA_801;타히티;;;;;;;;;;;;x
TUR_823;동마케도니아;;;;;;;;;;;;x
TUR_880;카스타모누;;;;;;;;;;;;x
TUR_882;트라브존;;;;;;;;;;;;x
TUR_890;반;;;;;;;;;;;;x
TUR_893;디야르바키르;;;;;;;;;;;;x
TUR_894;아다나;;;;;;;;;;;;x
RUS_940;핀스크;;;;;;;;;;;;x
RUS_968;트란스니스트리아;;;;;;;;;;;;x
RUS_978;하르키우;;;;;;;;;;;;x
JAP_1088;에조;;;;;;;;;;;;x
AST_1097;뉴칼레도니아;;;;;;;;;;;;x
PER_1116;마잔다란;;;;;;;;;;;;x
PER_1128;로레스탄;;;;;;;;;;;;x
PER_1132;후제스탄;;;;;;;;;;;;x
PER_1136;파르스;;;;;;;;;;;;x
PER_1140;케르만;;;;;;;;;;;;x
YEM_1178;사나;;;;;;;;;;;;x
AFG_1209;파슈투니스탄;;;;;;;;;;;;x
KOK_1210;바다흐샨;;;;;;;;;;;;x
ENG_1243;분델칸드;;;;;;;;;;;;x
ENG_1244;아와드;;;;;;;;;;;;x
NEP_1326;서히말라야;;;;;;;;;;;;x
SIA_1352;파타니;;;;;;;;;;;;x
DAI_1369;통킹;Tonkin;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAI_1375;안남;;;;;;;;;;;;x
DAI_1380;코친차이나;;;;;;;;;;;;x
ENG_1384;남말라야;;;;;;;;;;;;x
ENG_1391;북말라야;;;;;;;;;;;;x
SIA_1392;아유타야;;;;;;;;;;;;x
BRU_1394;서보르네오;;;;;;;;;;;;x
BRU_1396;사바;;;;;;;;;;;;x
NET_1401;시악;;;;;;;;;;;;x
YEM_1412;아덴;;;;;;;;;;;;x
NET_1413;서자바;;;;;;;;;;;;x
NET_1418;동자바;;;;;;;;;;;;x
NET_1423;동보르네오;;;;;;;;;;;;x
NET_1446;티모르;;;;;;;;;;;;x;;;;;;;;;;;;;;;
NET_1447;몰루카;;;;;;;;;;;;x
NET_1449;셀레베스;;;;;;;;;;;;x
CHI_1468;서몽골;;;;;;;;;;;;x
CHI_1470;남안휘;;;;;;;;;;;;x
CHI_1477;북안휘;;;;;;;;;;;;x
CHI_1479;봉천;;;;;;;;;;;;x
CHI_1482;복건;;;;;;;;;;;;x
CHI_1485;대만;;;;;;;;;;;;x
CHI_1493;동광동;;;;;;;;;;;;x
CHI_1496;구룡;;;;;;;;;;;;x
CHI_1502;광서;;;;;;;;;;;;x
CHI_1505;귀주;;;;;;;;;;;;x
CHI_1508;동하남;;;;;;;;;;;;x
CHI_1510;서하남;;;;;;;;;;;;x
CHI_1519;서호북;;;;;;;;;;;;x
CHI_1522;동호북;;;;;;;;;;;;x
CHI_1524;북호남;;;;;;;;;;;;x
CHI_1526;남호남;;;;;;;;;;;;x
CHI_1532;우브르몽골;;;;;;;;;;;;x
CHI_1545;북강서;;;;;;;;;;;;x
CHI_1547;남강서;;;;;;;;;;;;x
CHI_1552;흑룡강;;;;;;;;;;;;x
CHI_1555;지린;;;;;;;;;;;;x
CHI_1559;섬서;;;;;;;;;;;;x
CHI_1563;서산동;;;;;;;;;;;;x
CHI_1565;동산동;;;;;;;;;;;;x
CHI_1572;산서;;;;;;;;;;;;x
CHI_1578;서사천;;;;;;;;;;;;x
CHI_1579;동사천;;;;;;;;;;;;x
CHI_1594;카슈가르;;;;;;;;;;;;x
CHI_1601;운남;;;;;;;;;;;;x
CHI_1604;북절강;;;;;;;;;;;;x
CHI_1610;남절강;;;;;;;;;;;;x
JAP_1654;오가사와라;;;;;;;;;;;;x
ALD_1713;남중앙사하라;;;;;;;;;;;;x
TRI_1731;트리폴리타니아;;;;;;;;;;;;x
TRI_1735;키레나이카;;;;;;;;;;;;x
TRI_1740;페잔;;;;;;;;;;;;x
EGY_1745;카이로;;;;;;;;;;;;x
EGY_1751;알렉산드리아;;;;;;;;;;;;x
EGY_1753;카타라;;;;;;;;;;;;x
EGY_1755;시나이;;;;;;;;;;;;x
ENG_1844;수드;;;;;;;;;;;;x
ETH_1852;베겜데르;;;;;;;;;;;;x
ETH_1853;티그레;;;;;;;;;;;;x
ETH_1859;셰와;;;;;;;;;;;;x
ETH_1862;기베;;;;;;;;;;;;x
ETH_1865;하라기;;;;;;;;;;;;x
SOM_1868;남소말릴랜드;;;;;;;;;;;;x
SOM_1872;북소말릴랜드;;;;;;;;;;;;x
ASH_1909;황금해안;;;;;;;;;;;;x
SOK_1934;비아프라;;;;;;;;;;;;x
SOK_1937;투카리;;;;;;;;;;;;x
SOK_1945;카노;;;;;;;;;;;;x
SPA_1955;적도기니;;;;;;;;;;;;x
SOK_1963;아다마와;;;;;;;;;;;;x
FRA_1970;방가수;;;;;;;;;;;;x
BEL_1996;동콩고;;;;;;;;;;;;x
BEL_2034;르완다-부룬디;;;;;;;;;;;;x
ENG_2036;잔지바르;;;;;;;;;;;;x
ENG_2044;탕카니카;;;;;;;;;;;;x
ENG_2048;잔지바르;;;;;;;;;;;;x
ENG_2067;니아살랜드;;;;;;;;;;;;x
ENG_2068;마쇼날란드;;;;;;;;;;;;x
ENG_2071;마타벨란드;;;;;;;;;;;;x
ENG_2074;킴벌리;;;;;;;;;;;;x
UCA_2193;온두라스;;;;;;;;;;;;x
CHI_2221;남강소;;;;;;;;;;;;x
NET_2235;리워드앤틸리스;;;;;;;;;;;;x
PEU_2308;아리카;;;;;;;;;;;;x
BOL_2309;안토파가스타;;;;;;;;;;;;x
ARG_2360;엔트레리오스;;;;;;;;;;;;x
ARG_2374;카타마르카;;;;;;;;;;;;x
BRZ_2421;고이아니아;;;;;;;;;;;;x
BRZ_2461;산타카타리나;;;;;;;;;;;;x
AST_2534;솔로몬;;;;;;;;;;;;x
AST_2535;멜라네시아;;;;;;;;;;;;x
AUS_2538;보이보디나;;;;;;;;;;;;x
TON_2540;통가;;;;;;;;;;;;x
USA_2543;사모아;;;;;;;;;;;;x
RUS_2587;콜라;;;;;;;;;;;;x
CHI_2678;골다드몽골;;;;;;;;;;;;x
PROV2628;오코스;;;;;;;;;;;;x
PROV3249;키리티마티;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3250;사해;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3251;우즈호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3252;니피싱호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3253;심코호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3254;위너바고호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3255;이베라호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3256;세인트진호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3257;마니쿠아호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3258;미스타니시호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3259;사카미호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3260;랍스틱호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3261;비앙빌호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3262;클리어워터호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3263;퀼리나랄루크호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3264;갓즈호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3265;울러스턴호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3266;크리호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3267;처칠호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3268;누엘틴호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3269;카스바호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3270;홀다이아호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3271;듀퐁호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3272;야스케드호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3273;배이커호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3274;슐츠호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3275;애버딘호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3276;클린턴-콜든호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3277;윌리스턴호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3278;오키초비호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3279;투즈호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3280;세반호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3281;타르타르호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3282;라자자호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3283;제네바호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV3284;콘스탄츠호;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
PROV1;싯카;Sitka;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2;야쿠타트;Yakutat;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3;하노;Hanno;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV4;다카하기;Takahagi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV5;교다;Gyoda;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV6;소데가우라;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV7;모토미야;Motomiya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV9;토르스타드;Torstad;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV11;오덴셰핑;Odenkøping;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV13;샤저우;Xiazhou;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV14;딩구오;Dingguo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV15;롱저우;Rongzhou;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV16;자오야오;Zhaoyao Shan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV17;탕완;Tangwan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV18;샹강;Shuanggang;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV19;위유;Yiyu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV20;웬얀구;Wenyuangu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV21쉬안구;Xuangu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV22;바이제우;Baizehu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV23;퉁청;Tongcheng;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV24;황지아;Huangjia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV25;다차오징;Daqiaojing;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV26;루올링;Luoling;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV27;달룡산;Dalongshan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV28;우헝;Wuheng;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV30;스트룀셰핑;Strømkøping;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV31;횔레뷔;Høleby;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV32;스칸데르비크;Skandervik;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV33;다치아오;Daqiao;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV34;베리스비크;Bergsvik;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV35;위익시우;Yixiu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV36;귈헨비크;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV37;보이가르;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV38;트레셰핑;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV39;레브마르크;Rævmarkk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV40;스토름비;Stormby;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV41;파케르보리;Fakerborg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV42;스티우레베리;Stiureberg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV43;뮈르달비들릴셴;Myrdalvidlillsjøn;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV45;스토뢰;Storø;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV46;네스볼베리에트;Nesvollberget;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV47;에위야피알라예쿨;Eyjafjallajøkull;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV48;스테인베리;Steinberg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV49;시르슈베야르클라우스투르;Kirkjubæjarklaustur;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV50;산드비카;Sandvika;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV51;루스카센;Ruskasen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV52;올라브스하븐;Olavshavn;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV53;세게르크란트스;Segerkrantz;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV54;뢰텐;Løten;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV55;뢰프뷔;Løfby;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV56;뷔스티에르나;Bystierna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV57;스파레바르크;Sparrebark;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV58;프레데릭스타드;Frederikstad;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV59;이겔트레스크;Igeltræsk;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV60;칼마르스보리;Kalmarsborg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV61;달보리;Dahlborg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV62;블로드비크;Blodvik;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV63;릴셰핑;Lillkøping;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV64;노르뷔;Norrby;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV65;에릭스하븐;Erikshavn;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV66;쿠스뵐레;Kusbøle;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV67;바탐;Baathamn;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV68;뉘아르후스;Ny Aarhus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV69;크리스티안스보리;Christiansborg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV70;외;Ø;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV71;프렐사르보리;Frælsarborg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV72;뉘 옐링;Ny Jelling;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV73;올라브스타드;Olavsstad;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV74;홀메보리;Holmeborg;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV75;비에르크비크;Bjørkvik;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV76;셰페르가르드;Scheffergard;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV77;쇠홀름;Søholm;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV78;샤오수;Xiaosu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV79;후아중;Huazhong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV80;왈라왈라;Walla Walla;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV81;치저우;Qizhou;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV82;루일린;Ruilin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV83;루이안;Rui'an;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV84;산바오;Sanbao;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV85;싱계;Xingye;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV86;동지산;Dongji Shan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV87;둥하이;Donghai;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV88;지린유탄산;Jilinyutian Shan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV89;용럭;Yongle;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV90;포르토노보;Porto Novo;;;;;;;;;;;;;;;;;;;;;;;;;;;
